neighbourhood,price
Barnet,101
Haringey,320
Tower Hamlets,172
Enfield,48
Westminster,257
Enfield,43
Lewisham,116
Haringey,315
Southwark,137
Hammersmith and Fulham,151
Kensington and Chelsea,126
Hammersmith and Fulham,207
Kingston upon Thames,59
Barnet,71
Kingston upon Thames,64
Camden,44
Ealing,122
Camden,127
Harrow,60
Westminster,93
Hammersmith and Fulham,596
Hammersmith and Fulham,336
Bromley,93
Camden,300
Kensington and Chelsea,70
Hackney,57
Croydon,184
Brent,63
Greenwich,38
Islington,158
Hammersmith and Fulham,166
Hackney,100
Hackney,86
Westminster,381
Westminster,189
Southwark,130
Kensington and Chelsea,208
Kingston upon Thames,143
Merton,342
Westminster,510
Richmond upon Thames,49
Southwark,182
Barnet,106
City of London,217
Haringey,87
Lambeth,308
Hackney,71
Kensington and Chelsea,438
Camden,60
Westminster,196
Kingston upon Thames,212
Wandsworth,313
Kingston upon Thames,156
Wandsworth,132
Wandsworth,356
Wandsworth,150
Richmond upon Thames,1000
Tower Hamlets,63
Southwark,194
Westminster,1800
Kensington and Chelsea,943
Southwark,181
Kensington and Chelsea,267
Barnet,122
Croydon,218
Wandsworth,396
Newham,288
Kingston upon Thames,282
Barnet,31
Camden,92
Tower Hamlets,91
Hackney,95
Southwark,138
Hammersmith and Fulham,168
Newham,230
Westminster,361
Sutton,50
Brent,109
Westminster,361
Hounslow,76
Westminster,125
Westminster,145
Hackney,72
Bromley,286
Haringey,53
Wandsworth,133
Hackney,43
Lambeth,181
Camden,148
Hackney,160
Tower Hamlets,130
Waltham Forest,197
Islington,161
Islington,171
Camden,190
Lewisham,34
Islington,49
Lewisham,129
Enfield,42
Westminster,299
Kensington and Chelsea,316
Harrow,29
Greenwich,75
Merton,115
Southwark,119
Hounslow,159
Tower Hamlets,133
Brent,239
Camden,72
Newham,50
Camden,52
Newham,121
Camden,267
Barnet,159
Lewisham,74
Westminster,180
Camden,96
Westminster,180
Hackney,75
Hounslow,136
Lambeth,97
Kensington and Chelsea,217
Hackney,59
Wandsworth,110
Hackney,60
Hackney,79
Brent,1003
Wandsworth,197
Westminster,175
Camden,80
Haringey,49
Camden,235
Westminster,635
Islington,152
Hammersmith and Fulham,11
Ealing,149
Westminster,371
Lambeth,132
Bromley,80
Brent,82
Camden,197
Richmond upon Thames,174
Kensington and Chelsea,62
Westminster,141
Wandsworth,78
Lewisham,156
Newham,248
Newham,100
Croydon,97
Enfield,63
Westminster,165
Westminster,141
Westminster,129
Westminster,170
Westminster,134
Westminster,103
Westminster,142
Westminster,89
Westminster,184
Hammersmith and Fulham,143
Westminster,274
Kensington and Chelsea,232
Westminster,350
Waltham Forest,80
Wandsworth,129
Lambeth,149
Tower Hamlets,92
Wandsworth,140
Southwark,79
Hounslow,30
Camden,193
Waltham Forest,86
Westminster,172
Westminster,318
Camden,130
Waltham Forest,62
Islington,274
Hillingdon,68
Merton,38
Westminster,205
Bromley,106
Haringey,481
Lewisham,159
Southwark,105
Lambeth,57
City of London,144
Harrow,69
Hackney,149
Kensington and Chelsea,222
Kensington and Chelsea,157
Westminster,154
Harrow,263
Camden,335
Lambeth,54
Hillingdon,68
Kensington and Chelsea,154
Enfield,106
Barking and Dagenham,117
Islington,133
Camden,118
Greenwich,108
Kensington and Chelsea,258
Hammersmith and Fulham,755
Tower Hamlets,178
Ealing,288
Newham,32
Kensington and Chelsea,245
Croydon,78
Camden,102
Croydon,280
Hackney,138
Kensington and Chelsea,196
Brent,66
Hammersmith and Fulham,180
Waltham Forest,105
Westminster,206
Westminster,186
Lambeth,55
Westminster,157
Brent,85
Ealing,139
Islington,800
Hackney,309
Brent,73
Southwark,142
Hammersmith and Fulham,720
Hounslow,148
Ealing,244
Bexley,69
Haringey,139
Tower Hamlets,152
Lambeth,240
Barnet,167
Lambeth,180
Lambeth,117
Hounslow,37
Tower Hamlets,159
Lambeth,123
Southwark,230
Havering,125
Waltham Forest,183
Westminster,95
Hounslow,42
Southwark,93
Tower Hamlets,327
Haringey,60
Tower Hamlets,152
Kensington and Chelsea,415
Haringey,60
Westminster,140
Camden,186
Kingston upon Thames,43
Haringey,97
Brent,1000
Croydon,162
Waltham Forest,91
Barnet,139
Richmond upon Thames,65
Hammersmith and Fulham,106
Lewisham,299
Camden,348
Brent,37
Kensington and Chelsea,417
Brent,33
Brent,59
Westminster,153
Tower Hamlets,64
Haringey,243
Hackney,67
Hackney,288
Lewisham,135
Hackney,73
Merton,138
Brent,256
Greenwich,64
Brent,50
Haringey,140
Lewisham,69
Westminster,287
Sutton,94
Hackney,194
Tower Hamlets,161
Camden,236
Enfield,150
Havering,37
Kensington and Chelsea,115
Kensington and Chelsea,101
Croydon,64
Camden,103
Lambeth,128
Hackney,162
Kensington and Chelsea,122
Lambeth,138
Tower Hamlets,87
Wandsworth,109
Islington,165
Westminster,67
Hackney,218
Westminster,186
Westminster,168
Westminster,102
Wandsworth,600
Westminster,121
Kensington and Chelsea,292
Hackney,141
Camden,360
Camden,57
Lewisham,236
Camden,99
Tower Hamlets,112
Richmond upon Thames,413
Wandsworth,160
Richmond upon Thames,129
Camden,152
Lambeth,101
Ealing,79
Camden,246
Havering,120
Tower Hamlets,343
Hackney,112
Tower Hamlets,134
Camden,258
Camden,153
Hillingdon,57
Tower Hamlets,325
Greenwich,340
Kensington and Chelsea,139
Barnet,89
Haringey,82
Ealing,108
Greenwich,128
Newham,119
Sutton,76
Lambeth,47
Wandsworth,211
Westminster,50
Merton,59
Lewisham,158
Barnet,139
Newham,117
Wandsworth,77
Kensington and Chelsea,56
Southwark,80
Hounslow,112
Lambeth,97
Hackney,147
Richmond upon Thames,42
Westminster,175
Hackney,59
Lambeth,131
Hammersmith and Fulham,274
Lewisham,43
Newham,179
Lambeth,70
Sutton,46
Wandsworth,38
Islington,67
Haringey,63
Lambeth,63
Hammersmith and Fulham,71
Tower Hamlets,249
Haringey,207
Lambeth,133
Lambeth,50
Richmond upon Thames,138
Islington,142
Lambeth,47
Southwark,54
Hammersmith and Fulham,803
Tower Hamlets,966
Kensington and Chelsea,200
Redbridge,25
Kensington and Chelsea,107
Enfield,180
Barnet,136
Hackney,640
Tower Hamlets,62
Kensington and Chelsea,231
Kensington and Chelsea,179
Lambeth,48
Ealing,728
Camden,250
Newham,165
Hackney,171
Westminster,99
Westminster,2604
Kensington and Chelsea,156
Wandsworth,272
Islington,126
Waltham Forest,115
Harrow,42
Westminster,221
Islington,815
Islington,58
Westminster,169
Brent,58
Wandsworth,209
Westminster,232
Westminster,523
Ealing,22
Islington,56
Tower Hamlets,173
Southwark,97
Kensington and Chelsea,1038
Richmond upon Thames,131
Hackney,294
Brent,206
Richmond upon Thames,45
Southwark,210
Barnet,773
Barnet,432
Westminster,132
Hammersmith and Fulham,345
Ealing,25
Ealing,27
Westminster,111
Camden,180
Islington,45
Lewisham,170
Croydon,197
Westminster,239
Camden,285
Lambeth,68
Ealing,25
Lambeth,420
Islington,115
Wandsworth,160
Hammersmith and Fulham,208
Tower Hamlets,103
Lambeth,108
Ealing,78
Tower Hamlets,89
Islington,70
Islington,80
Wandsworth,96
Westminster,882
Wandsworth,208
Wandsworth,183
Wandsworth,189
Wandsworth,208
Wandsworth,144
Wandsworth,208
Wandsworth,252
Hillingdon,169
Kensington and Chelsea,560
Brent,88
Greenwich,53
Lambeth,71
Southwark,56
Wandsworth,240
Camden,200
Southwark,47
Wandsworth,265
Wandsworth,239
Wandsworth,224
Lambeth,68
Tower Hamlets,43
Hackney,109
Southwark,89
Newham,142
Ealing,103
Wandsworth,93
Sutton,275
Newham,266
Hackney,58
Wandsworth,188
Kensington and Chelsea,140
Merton,266
Hackney,79
Westminster,164
Hackney,75
Camden,84
Islington,122
Southwark,332
Wandsworth,247
Wandsworth,256
Wandsworth,264
Wandsworth,248
Hackney,122
Wandsworth,248
Wandsworth,298
Lambeth,47
Lambeth,47
Lambeth,71
Lambeth,51
Harrow,34
Brent,50
Ealing,172
Barnet,154
Waltham Forest,217
Westminster,200
Bexley,334
Barking and Dagenham,43
Harrow,129
Tower Hamlets,61
Ealing,123
Lewisham,38
Kensington and Chelsea,388
Kensington and Chelsea,285
Hackney,111
Brent,173
Greenwich,26
Kingston upon Thames,393
Waltham Forest,175
Tower Hamlets,75
Southwark,259
Westminster,185
Kensington and Chelsea,566
Newham,71
Hammersmith and Fulham,378
Westminster,219
Newham,267
Richmond upon Thames,203
Westminster,226
Barnet,99
Lewisham,95
Newham,85
Barnet,37
Merton,110
Merton,253
Southwark,164
Enfield,81
Westminster,318
Kensington and Chelsea,186
Hackney,118
Wandsworth,106
Richmond upon Thames,271
Barnet,84
Islington,83
Lambeth,98
Hackney,150
Barnet,93
Hammersmith and Fulham,106
Southwark,111
Greenwich,115
Bromley,98
Brent,141
Lambeth,51
Barnet,87
Barnet,68
Camden,604
Westminster,71
Redbridge,92
Southwark,211
Hackney,63
Kensington and Chelsea,267
Kingston upon Thames,47
Westminster,397
Lambeth,96
Wandsworth,103
Barnet,115
Harrow,103
Kensington and Chelsea,116
Westminster,126
Kingston upon Thames,103
Tower Hamlets,142
Brent,55
Lambeth,136
Barking and Dagenham,33
Westminster,121
Waltham Forest,132
Kensington and Chelsea,164
Ealing,28
Westminster,93
Greenwich,94
Hammersmith and Fulham,143
Islington,325
Westminster,70
Camden,80
Hackney,47
Hackney,75
Lewisham,33
Islington,59
Hammersmith and Fulham,76
Newham,388
Westminster,186
Camden,133
Brent,48
Greenwich,239
Westminster,651
Westminster,119
Kensington and Chelsea,499
Hammersmith and Fulham,123
Croydon,191
Richmond upon Thames,50
Waltham Forest,175
Camden,61
Kensington and Chelsea,337
Tower Hamlets,55
Islington,815
Tower Hamlets,193
Islington,64
Westminster,120
Ealing,56
Southwark,41
Hounslow,183
Westminster,273
Tower Hamlets,463
Westminster,159
Westminster,240
Westminster,246
Sutton,58
Westminster,118
Kensington and Chelsea,504
Lewisham,196
Kensington and Chelsea,996
Lambeth,104
Newham,57
Islington,60
Lewisham,241
Ealing,59
Croydon,96
Kensington and Chelsea,139
Brent,219
Westminster,268
Redbridge,173
Westminster,223
Westminster,560
Bromley,1708
Westminster,583
Westminster,215
Westminster,73
Greenwich,56
Ealing,52
Southwark,133
Camden,239
Westminster,186
Brent,54
Hammersmith and Fulham,122
Hillingdon,58
Hackney,65
Richmond upon Thames,43
Hammersmith and Fulham,190
Westminster,247
Westminster,259
Hammersmith and Fulham,152
Ealing,80
Waltham Forest,314
Hackney,94
Haringey,24
Hackney,80
Tower Hamlets,44
Tower Hamlets,100
Westminster,33
Barnet,158
Tower Hamlets,118
Newham,210
Wandsworth,185
Waltham Forest,183
Lambeth,113
Haringey,182
Wandsworth,159
Tower Hamlets,272
Bromley,83
Kensington and Chelsea,389
Wandsworth,209
Kensington and Chelsea,224
Croydon,100
Richmond upon Thames,464
Kensington and Chelsea,311
Lambeth,133
Wandsworth,100
Camden,166
Hammersmith and Fulham,133
Richmond upon Thames,348
Hackney,980
Tower Hamlets,51
Westminster,102
Hackney,59
Kensington and Chelsea,200
Tower Hamlets,87
Westminster,189
Camden,171
Tower Hamlets,163
Tower Hamlets,207
Westminster,127
Richmond upon Thames,87
Tower Hamlets,41
Kensington and Chelsea,167
Westminster,323
Westminster,1800
Westminster,121
Camden,93
Westminster,260
Westminster,135
Camden,181
Lambeth,316
Tower Hamlets,51
Barking and Dagenham,29
Kensington and Chelsea,63
Westminster,1030
Havering,38
Kensington and Chelsea,290
Kensington and Chelsea,66
Lambeth,270
Tower Hamlets,88
Islington,50
Westminster,66
Tower Hamlets,128
Richmond upon Thames,248
Camden,72
Tower Hamlets,141
Westminster,154
Brent,138
Tower Hamlets,155
Brent,114
Wandsworth,195
Haringey,140
Westminster,230
Ealing,181
Ealing,30
Newham,144
Barnet,83
Ealing,72
Camden,89
Greenwich,231
Southwark,78
Wandsworth,41
Haringey,300
Waltham Forest,126
Westminster,99
Camden,206
Enfield,45
Camden,56
Camden,64
Richmond upon Thames,132
Tower Hamlets,113
Havering,107
Havering,86
Westminster,318
Lambeth,599
Wandsworth,60
Haringey,103
Hackney,162
Westminster,90
Westminster,168
Bexley,106
Camden,95
Wandsworth,50
Greenwich,166
Kensington and Chelsea,141
Kensington and Chelsea,148
Hillingdon,52
Bexley,100
Ealing,36
Tower Hamlets,131
Brent,276
Hackney,881
Southwark,665
Kensington and Chelsea,143
City of London,89
Enfield,79
Enfield,69
Enfield,69
Enfield,81
Enfield,155
Enfield,60
Southwark,706
City of London,109
Ealing,118
Islington,82
Islington,95
Islington,92
Islington,94
Barnet,163
Waltham Forest,172
Waltham Forest,60
Wandsworth,178
Hammersmith and Fulham,236
Lambeth,152
Camden,121
Barnet,426
Harrow,48
Tower Hamlets,127
Lambeth,103
Kensington and Chelsea,191
Greenwich,922
Camden,64
Greenwich,922
Kensington and Chelsea,368
Brent,93
Hammersmith and Fulham,188
Brent,98
Bromley,157
Brent,74
Brent,109
Greenwich,922
Westminster,130
Brent,93
Brent,74
Brent,91
Brent,109
Kensington and Chelsea,491
Newham,325
Camden,119
Islington,837
Enfield,92
Islington,74
Lambeth,69
Tower Hamlets,110
Ealing,100
Haringey,108
Bromley,147
Islington,72
Hillingdon,52
Kensington and Chelsea,292
Hackney,8000
Croydon,70
Hackney,116
Newham,286
Westminster,462
Waltham Forest,118
Westminster,78
Hounslow,55
Brent,74
Wandsworth,250
Lambeth,29
Ealing,82
Ealing,68
Ealing,92
Ealing,141
Ealing,83
Westminster,335
Westminster,118
Redbridge,68
Southwark,135
Lambeth,136
Westminster,71
Redbridge,53
Tower Hamlets,45
Tower Hamlets,89
Tower Hamlets,143
Hammersmith and Fulham,175
Bromley,75
Tower Hamlets,42
Newham,140
Lambeth,172
Lewisham,51
Havering,82
Lewisham,42
Barnet,119
Westminster,166
Greenwich,47
Westminster,125
Islington,275
Bromley,204
Croydon,46
Westminster,600
Westminster,600
Islington,100
Hillingdon,88
Hammersmith and Fulham,285
Lambeth,247
Croydon,250
Islington,58
Kingston upon Thames,128
Islington,66
Camden,228
Kensington and Chelsea,52
Bromley,56
Havering,265
Hackney,79
Westminster,247
Southwark,200
Havering,295
Islington,56
Westminster,153
Barnet,60
Barnet,66
Barnet,95
Barnet,63
Ealing,113
Ealing,69
Ealing,85
Ealing,126
Ealing,159
Ealing,134
Ealing,97
Kensington and Chelsea,133
Islington,59
Haringey,54
Southwark,400
Islington,173
Islington,773
Greenwich,140
Wandsworth,184
Tower Hamlets,152
Camden,151
Tower Hamlets,54
Barnet,54
Islington,55
Westminster,307
Haringey,214
Barnet,83
Newham,227
Islington,773
Tower Hamlets,182
Islington,773
Islington,759
Islington,129
Brent,90
Hackney,62
Islington,683
Southwark,188
Tower Hamlets,118
Tower Hamlets,154
Hackney,128
Croydon,23
Camden,60
Hammersmith and Fulham,754
Tower Hamlets,116
Tower Hamlets,207
Tower Hamlets,172
Islington,48
Camden,132
Newham,236
Southwark,94
Islington,63
Westminster,71
Westminster,148
Westminster,126
Westminster,160
Westminster,106
Brent,106
Brent,121
Brent,82
Brent,102
Westminster,87
Westminster,101
Westminster,73
Waltham Forest,211
Hammersmith and Fulham,205
Southwark,107
Westminster,90
Camden,37
Brent,241
Kensington and Chelsea,225
Lambeth,112
Kensington and Chelsea,161
Kensington and Chelsea,93
Islington,75
Camden,264
Enfield,115
Enfield,130
Hammersmith and Fulham,154
Lewisham,43
Brent,160
Newham,141
Tower Hamlets,300
Westminster,160
Westminster,179
Barnet,352
Westminster,99
Westminster,144
Westminster,126
Westminster,113
Hammersmith and Fulham,67
Hammersmith and Fulham,108
Hammersmith and Fulham,102
Redbridge,56
Redbridge,59
Westminster,101
Haringey,124
Hounslow,45
Hounslow,167
Westminster,230
Wandsworth,45
Camden,359
Bromley,128
Tower Hamlets,182
Westminster,272
Tower Hamlets,166
Camden,64
Greenwich,119
Lambeth,100
Croydon,243
Camden,35
Brent,231
Tower Hamlets,68
Redbridge,45
Redbridge,43
Brent,126
Brent,115
Brent,114
Westminster,207
Kensington and Chelsea,128
Bexley,43
Westminster,172
Hammersmith and Fulham,115
Hammersmith and Fulham,109
Islington,60
Ealing,66
Haringey,59
Tower Hamlets,347
Tower Hamlets,65
Hammersmith and Fulham,70
Barnet,337
Westminster,211
Westminster,147
Haringey,139
Tower Hamlets,185
Haringey,237
Newham,90
Lambeth,275
Enfield,132
Islington,771
Islington,110
Wandsworth,137
Brent,144
Harrow,56
Harrow,138
Westminster,162
Westminster,151
Tower Hamlets,46
Waltham Forest,121
Hackney,157
Croydon,137
Barking and Dagenham,33
Islington,759
Islington,771
Camden,98
Kensington and Chelsea,311
Lambeth,98
Hackney,108
Westminster,349
Brent,252
Kensington and Chelsea,192
Southwark,52
Redbridge,32
Islington,100
Southwark,721
Hackney,196
Islington,133
Ealing,58
Barnet,43
Southwark,739
Lewisham,33
Southwark,869
Wandsworth,165
Westminster,102
Brent,241
Kensington and Chelsea,132
Lambeth,606
Lambeth,681
Barnet,54
Greenwich,94
Barnet,65
Lambeth,606
Kensington and Chelsea,179
Camden,165
Southwark,68
Tower Hamlets,126
Kensington and Chelsea,720
Westminster,329
Islington,729
Tower Hamlets,71
Tower Hamlets,148
Islington,47
Hackney,115
Southwark,82
Sutton,85
Wandsworth,120
Hammersmith and Fulham,294
Camden,147
Hounslow,45
Kensington and Chelsea,104
Southwark,152
Croydon,186
City of London,196
Westminster,800
Lambeth,64
Westminster,261
Camden,145
Tower Hamlets,136
Hammersmith and Fulham,367
Wandsworth,150
Croydon,80
Waltham Forest,129
Westminster,295
Lewisham,43
Brent,210
Islington,147
Hammersmith and Fulham,64
Hammersmith and Fulham,70
Ealing,123
Havering,80
Camden,71
Islington,93
Hammersmith and Fulham,62
Kensington and Chelsea,994
Newham,200
Hillingdon,80
Hillingdon,82
Hillingdon,86
Hillingdon,76
Kingston upon Thames,187
Ealing,53
Southwark,360
Tower Hamlets,40
Kingston upon Thames,202
Camden,639
Westminster,370
Camden,639
Ealing,249
Islington,316
Kensington and Chelsea,321
Kensington and Chelsea,863
Camden,105
Lambeth,173
Camden,694
Hackney,108
Southwark,555
Westminster,79
Westminster,69
Westminster,61
Hackney,136
Westminster,184
Lambeth,102
Enfield,32
Islington,84
Camden,105
Camden,114
Camden,105
Camden,105
Westminster,142
Enfield,32
Enfield,35
Greenwich,75
Enfield,37
Islington,725
Hillingdon,53
Croydon,206
Kensington and Chelsea,434
Hackney,118
Islington,48
Harrow,72
Ealing,36
Haringey,167
Westminster,156
Ealing,51
Ealing,65
Hounslow,51
Bexley,257
Kensington and Chelsea,120
Kensington and Chelsea,767
Westminster,145
Brent,126
Southwark,138
Hammersmith and Fulham,99
Wandsworth,216
Westminster,134
Tower Hamlets,206
Hillingdon,69
Hillingdon,69
Brent,106
Brent,126
Brent,126
Newham,24
Wandsworth,216
Hackney,256
Hammersmith and Fulham,163
Lewisham,118
Ealing,55
Islington,175
Richmond upon Thames,45
Southwark,76
Croydon,81
Kingston upon Thames,176
Southwark,114
Brent,121
Camden,73
Greenwich,95
Tower Hamlets,54
Croydon,52
Brent,47
Barking and Dagenham,40
Camden,161
Barnet,35
Newham,147
Tower Hamlets,100
Lambeth,208
Westminster,454
Hammersmith and Fulham,122
Haringey,103
Hammersmith and Fulham,186
Croydon,64
Tower Hamlets,104
Islington,94
Hounslow,74
Tower Hamlets,92
Westminster,207
Southwark,44
Wandsworth,214
Hounslow,34
Newham,152
Ealing,39
Tower Hamlets,137
Wandsworth,216
Southwark,117
Tower Hamlets,118
Wandsworth,216
Hackney,90
Westminster,49
Lambeth,126
Wandsworth,216
Kensington and Chelsea,472
Wandsworth,216
Haringey,102
Lewisham,73
Merton,263
Harrow,211
Wandsworth,216
Greenwich,83
Hounslow,226
Richmond upon Thames,45
Wandsworth,348
Wandsworth,201
Wandsworth,431
Tower Hamlets,38
Enfield,54
Bromley,66
Westminster,82
Bexley,65
Merton,110
Greenwich,72
Ealing,144
Kensington and Chelsea,158
Wandsworth,314
Havering,68
Barnet,309
Barnet,40
Hammersmith and Fulham,100
Westminster,153
Southwark,148
Merton,204
Westminster,135
Bexley,52
Southwark,170
Camden,251
Islington,56
Barnet,69
Hammersmith and Fulham,99
Southwark,63
Waltham Forest,218
Newham,39
Croydon,126
Greenwich,76
Newham,45
Westminster,90
Camden,136
Camden,625
Islington,857
Hammersmith and Fulham,291
Wandsworth,314
Hackney,148
Croydon,123
Camden,58
Barnet,383
Camden,49
Camden,147
Camden,711
Kingston upon Thames,613
Camden,69
Hackney,296
Islington,836
Camden,711
Hackney,81
Richmond upon Thames,600
Kensington and Chelsea,69
Westminster,119
Tower Hamlets,166
Bexley,101
Barnet,243
Lewisham,927
Westminster,48
Tower Hamlets,122
Merton,121
Tower Hamlets,915
Lewisham,835
Southwark,63
Westminster,161
Greenwich,114
Tower Hamlets,142
City of London,285
City of London,243
City of London,285
City of London,282
Wandsworth,73
City of London,286
City of London,247
City of London,282
City of London,387
City of London,465
City of London,414
City of London,492
Tower Hamlets,99
Richmond upon Thames,278
Hackney,203
Ealing,307
Islington,152
Harrow,44
Hammersmith and Fulham,150
Greenwich,277
Hackney,83
Kensington and Chelsea,175
Southwark,55
Lambeth,83
Hillingdon,42
Hammersmith and Fulham,156
Newham,119
Westminster,215
Greenwich,60
Wandsworth,102
Wandsworth,334
Kensington and Chelsea,174
Lewisham,84
Harrow,47
Westminster,264
Westminster,67
Wandsworth,100
Lewisham,170
Redbridge,40
Westminster,81
Lewisham,210
Westminster,69
Westminster,96
Southwark,157
Kensington and Chelsea,236
Kingston upon Thames,65
Newham,108
Tower Hamlets,131
Greenwich,56
Barnet,99
Lambeth,40
Westminster,154
Camden,338
City of London,270
Westminster,144
Lambeth,130
Lambeth,34
Ealing,193
Camden,153
Barking and Dagenham,51
Wandsworth,99
Tower Hamlets,252
Southwark,56
Westminster,113
Hackney,69
Tower Hamlets,132
Camden,209
Westminster,81
Hackney,99
Hackney,234
Lambeth,37
Kensington and Chelsea,317
Kingston upon Thames,37
Tower Hamlets,121
Lambeth,233
Kensington and Chelsea,508
Lambeth,31
Lambeth,31
Lambeth,33
Westminster,184
Barnet,92
,Entire home/apt
Waltham Forest,69
Westminster,191
Tower Hamlets,54
Islington,97
Islington,84
Kensington and Chelsea,185
Brent,305
Lambeth,136
Tower Hamlets,915
Lambeth,54
Greenwich,101
Camden,360
Brent,146
Barnet,128
City of London,153
Hillingdon,323
Hammersmith and Fulham,290
Southwark,128
Westminster,205
Southwark,173
Westminster,71
Barnet,148
Lewisham,927
Tower Hamlets,47
Islington,146
Lewisham,709
Merton,135
Southwark,99
Redbridge,27
Tower Hamlets,627
Newham,165
Southwark,117
Brent,726
Southwark,180
Kingston upon Thames,73
Camden,319
Brent,556
Hackney,735
Merton,96
Camden,357
Westminster,80
Barking and Dagenham,186
Islington,127
Croydon,37
Westminster,288
Westminster,399
Westminster,305
Westminster,427
Enfield,87
Greenwich,29
Kensington and Chelsea,274
Camden,91
Westminster,59
Lambeth,120
Brent,123
Kensington and Chelsea,265
Camden,93
Brent,654
Lambeth,319
Lambeth,153
Bromley,144
Tower Hamlets,128
Wandsworth,189
Ealing,222
Newham,37
Westminster,140
Lewisham,222
Camden,99
Islington,100
Wandsworth,101
Tower Hamlets,182
Brent,617
Barnet,125
Camden,131
Hillingdon,405
Southwark,44
Ealing,368
Southwark,376
Hackney,81
Kensington and Chelsea,175
Kingston upon Thames,162
Westminster,58
Lambeth,49
Barnet,106
Hackney,78
Westminster,583
Lambeth,45
Barnet,88
Wandsworth,90
Barnet,123
Greenwich,150
Brent,47
Greenwich,140
Barnet,57
Westminster,84
Hammersmith and Fulham,144
Tower Hamlets,211
Westminster,153
Westminster,210
Kensington and Chelsea,171
Greenwich,120
Westminster,145
Ealing,126
Southwark,180
Barnet,88
Croydon,68
Tower Hamlets,68
Westminster,82
Camden,200
Southwark,57
Westminster,160
Barnet,105
Barnet,88
Barnet,110
Wandsworth,303
Barnet,99
Barnet,99
Wandsworth,314
Newham,162
Camden,553
Hackney,70
Greenwich,55
Croydon,96
Southwark,68
Camden,64
Hackney,70
Hackney,70
Hackney,62
Lewisham,137
Westminster,160
Islington,113
Barnet,91
Barnet,88
Barnet,94
Barnet,111
Barnet,86
Westminster,225
Southwark,138
Hounslow,93
Westminster,127
Westminster,75
Newham,160
Camden,46
Islington,345
Brent,576
Lewisham,241
Camden,64
Kensington and Chelsea,223
Brent,87
Westminster,46
Hammersmith and Fulham,70
Wandsworth,121
Wandsworth,147
Redbridge,144
Brent,576
Camden,420
Lambeth,193
Camden,422
Camden,104
Lambeth,51
Westminster,292
Hillingdon,76
Hammersmith and Fulham,114
Brent,617
Hackney,63
Wandsworth,325
Haringey,256
Tower Hamlets,75
Newham,145
Tower Hamlets,120
Greenwich,81
Brent,380
Lewisham,142
Tower Hamlets,90
Hillingdon,66
Waltham Forest,171
Westminster,675
Hillingdon,67
Hammersmith and Fulham,283
Hillingdon,53
Tower Hamlets,265
Richmond upon Thames,120
Westminster,139
Waltham Forest,45
Newham,36
Westminster,1293
Lewisham,74
Hammersmith and Fulham,288
Westminster,262
Kensington and Chelsea,115
Westminster,565
Westminster,75
Westminster,2112
Kingston upon Thames,56
Westminster,802
Bromley,45
Westminster,393
Westminster,364
Hammersmith and Fulham,1525
Haringey,103
Haringey,268
Islington,64
Wandsworth,110
Kensington and Chelsea,185
Southwark,394
Kensington and Chelsea,500
Camden,341
Sutton,140
Wandsworth,188
Camden,57
Southwark,103
Enfield,125
Camden,62
Brent,110
Brent,123
Barnet,100
Westminster,234
Tower Hamlets,177
Kensington and Chelsea,177
Islington,69
Islington,64
Islington,64
Islington,64
Waltham Forest,97
Greenwich,155
Hackney,192
Islington,170
Westminster,187
Westminster,134
Hackney,66
Haringey,116
Brent,576
Southwark,52
Waltham Forest,166
Southwark,155
Tower Hamlets,95
Hammersmith and Fulham,240
Westminster,503
Westminster,119
Newham,65
Croydon,120
Hackney,202
Westminster,218
Richmond upon Thames,345
Lewisham,72
Newham,144
Islington,256
Hounslow,217
Kensington and Chelsea,153
Barnet,132
Croydon,314
Camden,133
Hillingdon,74
Hammersmith and Fulham,120
Newham,200
Hammersmith and Fulham,158
Islington,85
Hammersmith and Fulham,480
Barnet,115
Barnet,122
Tower Hamlets,141
Hackney,103
Wandsworth,88
Richmond upon Thames,164
Croydon,78
Hammersmith and Fulham,292
Kensington and Chelsea,120
Lambeth,37
Tower Hamlets,184
Westminster,720
Ealing,60
Tower Hamlets,184
Tower Hamlets,184
Ealing,97
Lewisham,50
Hillingdon,130
Westminster,84
Barking and Dagenham,47
Westminster,180
Barnet,84
Lambeth,41
Bromley,50
Barnet,114
Lambeth,41
Merton,224
Westminster,437
Kensington and Chelsea,190
Camden,129
Newham,112
Wandsworth,59
Redbridge,37
Redbridge,41
Kensington and Chelsea,77
Hounslow,45
Newham,75
Camden,213
Brent,50
Brent,189
Newham,148
Hackney,131
Greenwich,112
Lewisham,108
Hammersmith and Fulham,133
Greenwich,87
Croydon,134
Kensington and Chelsea,229
Camden,156
Tower Hamlets,105
Hammersmith and Fulham,344
Kensington and Chelsea,167
Wandsworth,194
Newham,73
Westminster,180
Islington,153
Lambeth,182
Brent,140
Kensington and Chelsea,140
Wandsworth,204
Merton,164
Islington,152
Tower Hamlets,136
Hackney,107
Tower Hamlets,199
Islington,78
Tower Hamlets,99
Havering,254
Wandsworth,161
Ealing,274
Haringey,55
Tower Hamlets,188
Barnet,65
Greenwich,128
Lambeth,140
Haringey,78
Barnet,81
Richmond upon Thames,195
Greenwich,135
Tower Hamlets,225
Camden,279
Greenwich,123
Kensington and Chelsea,224
Brent,180
Wandsworth,119
Kensington and Chelsea,164
Kensington and Chelsea,401
Hillingdon,72
Islington,116
Greenwich,250
